ID,Imię,Nazwisko,Płeć,Data urodzenia,Adres,Odznaki
536,Bianka,Zimoląg,kobieta,27-10-2000,ulica Hallera 259 11-520 Bydgoszcz,"['Ambitny Naukowiec', 'Zaangażowany Twórca', 'Guru Matematyki', 'Innowacyjny Programista']"
537,Michał,Miszkiewicz,mężczyzna,11-05-2000,plac Plater 603 64-189 Kraśnik,"['Wielki Odkrywca', 'Zaangażowany Twórca']"
538,Kamil,Fras,mężczyzna,27-08-1992,pl. Łączna 07 93-335 Jawor,"['Ekspercki Analizator Danych', 'Ambitny Naukowiec']"
539,Agnieszka,Doroszkiewicz,kobieta,11-03-1992,pl. Rajska 781 79-644 Ostrołęka,"['Ambitny Naukowiec', 'Zaangażowany Twórca', 'Zaangażowany Twórca']"
540,Eryk,Chalimoniuk,mężczyzna,16-09-1985,aleja Kolonia 88 94-049 Włocławek,"['Innowacyjny Programista', 'Wielki Odkrywca']"
541,Karina,Karpik,kobieta,16-08-2004,plac Sawickiej 88 87-828 Białystok,"['Doskonały Komunikator', 'Innowacyjny Programista', 'Technologiczny Wizjoner']"
542,Adrian,Miksza,mężczyzna,04-11-1989,aleja Szeroka 63/41 85-452 Lubartów,"['Ekspercki Analizator Danych', 'Guru Matematyki', 'Innowacyjny Programista', 'Ekspercki Analizator Danych']"
543,Nataniel,Szmelter,mężczyzna,05-02-2003,pl. Młyńska 017 84-088 Chrzanów,"['Ambitny Naukowiec', 'Kreatywny Problem Solver', 'Wielki Odkrywca']"
544,Mateusz,Wyciszkiewicz,mężczyzna,30-01-1998,al. Rynek 18/91 79-955 Szczytno,"['Ekspercki Analizator Danych', 'Technologiczny Wizjoner']"
545,Łukasz,Tutka,mężczyzna,18-11-2000,plac Wiosenna 82/34 64-140 Piastów,"['Doskonały Komunikator', 'Wielki Odkrywca']"
546,Sebastian,Stranc,mężczyzna,12-07-1988,ul. Szafirowa 776 90-202 Jarocin,[]
547,Olgierd,Zimoląg,mężczyzna,04-01-2002,ul. Klasztorna 23 95-016 Bartoszyce,"['Doskonały Komunikator', 'Mistrz Kodowania', 'Ekspercki Analizator Danych', 'Doskonały Komunikator']"
548,Iwo,Synak,mężczyzna,30-07-1999,ulica Fabryczna 330 97-984 Września,"['Mistrz Kodowania', 'Doskonały Komunikator']"
549,Tobiasz,Linek,mężczyzna,26-08-1989,aleja Głowackiego 48/55 11-670 Grodzisk Mazowiecki,"['Doskonały Komunikator', 'Zaangażowany Twórca', 'Innowacyjny Programista', 'Doskonały Komunikator']"
550,Cyprian,Dorna,mężczyzna,24-08-1998,pl. Wiejska 265 58-262 Tarnowskie Góry,[]
551,Ewa,Kopyt,kobieta,18-08-2005,al. Narutowicza 35 24-495 Leszno,"['Ambitny Naukowiec', 'Zaangażowany Twórca', 'Doskonały Komunikator', 'Zaangażowany Twórca']"
552,Konrad,Wiza,mężczyzna,17-10-1985,ul. Ptasia 49 93-080 Siemianowice Śląskie,['Ambitny Naukowiec']
553,Aurelia,Ćmiel,kobieta,24-01-1983,plac Piłsudskiego 504 52-354 Elbląg,[]
554,Maks,Polewka,mężczyzna,12-09-2000,ul. Cicha 05 72-120 Piaseczno,['Guru Matematyki']
555,Tola,Jodko,kobieta,25-12-1988,ulica Chełmońskiego 382 54-680 Jarosław,[]
556,Kaja,Sznura,kobieta,30-11-2003,ul. Waryńskiego 51 67-701 Kielce,"['Ambitny Naukowiec', 'Doskonały Komunikator', 'Mistrz Kodowania', 'Kreatywny Problem Solver']"
557,Aurelia,Wika,kobieta,11-12-1996,al. Jana III Sobieskiego 72 08-568 Pabianice,[]
558,Ksawery,Starościak,mężczyzna,11-02-1993,ul. Warszawska 15 83-412 Białystok,['Wielki Odkrywca']
559,Marianna,Leżoń,kobieta,19-11-2002,plac Sportowa 671 61-786 Giżycko,"['Ambitny Naukowiec', 'Zaangażowany Twórca']"
560,Konstanty,Strzelczak,mężczyzna,19-02-1998,plac Piękna 25/01 96-463 Grudziądz,"['Zaangażowany Twórca', 'Zaangażowany Twórca', 'Wielki Odkrywca', 'Wielki Odkrywca']"
561,Karol,Chołody,mężczyzna,28-08-2003,pl. Rejtana 66 80-853 Tarnów,"['Innowacyjny Programista', 'Mistrz Kodowania']"
562,Arkadiusz,Bereś,mężczyzna,26-05-1987,al. Zakątek 08 19-095 Tarnowskie Góry,"['Wielki Odkrywca', 'Kreatywny Problem Solver', 'Guru Matematyki']"
563,Nela,Stempel,kobieta,19-06-1987,ul. Młyńska 449 46-332 Skarżysko-Kamienna,"['Kreatywny Problem Solver', 'Kreatywny Problem Solver', 'Mistrz Kodowania']"
564,Jakub,Bartoszak,mężczyzna,01-02-2000,ulica Wiejska 34/47 33-798 Wejherowo,['Ekspercki Analizator Danych']
565,Gustaw,Druszcz,mężczyzna,07-09-2001,pl. Azaliowa 74/05 29-413 Szczecin,[]
566,Patryk,Dawiec,mężczyzna,09-12-1995,ul. Krasickiego 93 85-363 Ruda Śląska,"['Technologiczny Wizjoner', 'Kreatywny Problem Solver']"
567,Lidia,Pik,kobieta,29-10-2002,plac Jaworowa 448 17-864 Jelenia Góra,[]
568,Krystyna,Kempny,kobieta,20-05-2002,ul. Dobra 19 28-726 Łowicz,['Ekspercki Analizator Danych']
569,Gabriel,Dzienisz,mężczyzna,15-07-1985,plac Turkusowa 91/48 60-972 Śrem,[]
570,Andrzej,Budzich,mężczyzna,02-07-2000,pl. Krzywa 336 99-885 Marki,"['Innowacyjny Programista', 'Guru Matematyki', 'Guru Matematyki', 'Ambitny Naukowiec']"
571,Konrad,Cieloch,mężczyzna,09-02-1999,aleja Kazimierza Wielkiego 754 26-677 Tomaszów Mazowiecki,['Zaangażowany Twórca']
572,Ernest,Chachuła,mężczyzna,09-02-2001,ul. Okulickiego 580 78-944 Częstochowa,[]
573,Sebastian,Kuźnia,mężczyzna,05-04-1997,ul. Mieszka I 82/37 37-669 Dzierżoniów,['Innowacyjny Programista']
574,Robert,Wojtyna,mężczyzna,30-04-2000,ul. Parkowa 26 53-323 Ostrowiec Świętokrzyski,"['Innowacyjny Programista', 'Ambitny Naukowiec', 'Mistrz Kodowania']"
575,Rafał,Szpyrka,mężczyzna,02-05-1992,al. Tuwima 10 04-119 Mińsk Mazowiecki,[]
576,Wiktor,Kuncewicz,mężczyzna,23-11-1984,plac Poznańska 36/09 10-037 Nowy Sącz,[]
577,Olaf,Bosek,mężczyzna,12-05-1991,ulica Jaworowa 878 59-713 Skarżysko-Kamienna,"['Kreatywny Problem Solver', 'Kreatywny Problem Solver', 'Kreatywny Problem Solver', 'Doskonały Komunikator']"
578,Michał,Budzeń,mężczyzna,20-10-1996,aleja Wspólna 99 67-025 Kościan,['Technologiczny Wizjoner']
579,Janina,Dyjach,kobieta,30-01-1998,aleja Orkana 47 60-413 Starogard Gdański,['Doskonały Komunikator']
580,Jacek,Maksym,mężczyzna,18-08-1992,al. Śląska 50/34 29-816 Krotoszyn,['Guru Matematyki']
581,Miłosz,Dzienis,mężczyzna,08-01-1985,al. Wyspiańskiego 58/93 03-877 Łowicz,[]
582,Olgierd,Bąkiewicz,mężczyzna,26-10-2005,aleja Nadbrzeżna 50/84 44-627 Wyszków,['Ambitny Naukowiec']
583,Krystyna,Góraj,kobieta,28-03-1995,pl. Źródlana 61/13 67-370 Bielsko-Biała,[]
584,Radosław,Buszka,mężczyzna,04-04-2001,plac Chmielna 43 85-754 Chełm,"['Ekspercki Analizator Danych', 'Ekspercki Analizator Danych']"
585,Szymon,Nagórka,mężczyzna,16-07-1989,plac Wypoczynkowa 81 44-492 Wałcz,"['Guru Matematyki', 'Guru Matematyki', 'Kreatywny Problem Solver', 'Innowacyjny Programista']"
586,Emil,Kułach,mężczyzna,23-05-1997,al. Osiedlowa 003 47-436 Tarnobrzeg,"['Innowacyjny Programista', 'Innowacyjny Programista', 'Innowacyjny Programista', 'Innowacyjny Programista']"
587,Mieszko,Wacławczyk,mężczyzna,22-02-1985,aleja Plater 23 20-079 Tarnowskie Góry,"['Innowacyjny Programista', 'Kreatywny Problem Solver', 'Technologiczny Wizjoner', 'Doskonały Komunikator']"
588,Roksana,Wiesiołek,kobieta,26-08-1989,ul. Mickiewicza 184 93-013 Skawina,"['Technologiczny Wizjoner', 'Doskonały Komunikator']"
589,Julita,Nijak,kobieta,30-10-2001,ul. Kwiatowa 04/62 94-826 Luboń,['Zaangażowany Twórca']
590,Marcin,Pituła,mężczyzna,21-07-2000,ul. Jagodowa 63/14 41-666 Polkowice,"['Guru Matematyki', 'Mistrz Kodowania', 'Ambitny Naukowiec']"
591,Robert,Posmyk,mężczyzna,04-10-1996,pl. Nadrzeczna 619 20-908 Oława,"['Zaangażowany Twórca', 'Kreatywny Problem Solver', 'Kreatywny Problem Solver']"
592,Marianna,Dybaś,kobieta,09-06-1983,aleja Szpitalna 70 35-439 Wyszków,[]
593,Konrad,Kielich,mężczyzna,30-12-1997,plac Malinowa 079 90-585 Malbork,"['Ekspercki Analizator Danych', 'Zaangażowany Twórca', 'Ekspercki Analizator Danych']"
594,Marika,Kochel,kobieta,14-05-1993,ulica Słowicza 95/72 58-544 Kłodzko,['Zaangażowany Twórca']
595,Urszula,Taczała,kobieta,24-07-2004,al. Ogrodowa 311 53-592 Ełk,['Doskonały Komunikator']
596,Antoni,Kwapień,mężczyzna,10-03-1989,ulica Kolorowa 663 04-575 Czeladź,['Doskonały Komunikator']
597,Roksana,Budzyń,kobieta,15-10-1996,pl. Piłsudskiego 21/98 70-294 Gniezno,['Innowacyjny Programista']
598,Konrad,Wawryniuk,mężczyzna,10-05-1993,pl. Sosnowa 47/46 14-598 Żyrardów,"['Kreatywny Problem Solver', 'Guru Matematyki']"
599,Krzysztof,Linke,mężczyzna,26-05-1999,al. Brzechwy 994 68-351 Leszno,"['Mistrz Kodowania', 'Kreatywny Problem Solver', 'Wielki Odkrywca']"
600,Dariusz,Husak,mężczyzna,28-06-1987,pl. Graniczna 409 19-490 Tarnobrzeg,[]
601,Wiktor,Kierepka,mężczyzna,20-12-1982,aleja Dojazdowa 24/73 41-768 Ostrów Mazowiecka,"['Wielki Odkrywca', 'Ambitny Naukowiec', 'Ekspercki Analizator Danych', 'Technologiczny Wizjoner']"
602,Marcin,Kurz,mężczyzna,24-12-1997,ulica Morska 71 75-102 Łomża,['Technologiczny Wizjoner']
603,Radosław,Hutyra,mężczyzna,24-08-1990,aleja Wrzosowa 16 29-508 Brodnica,[]
604,Grzegorz,Drej,mężczyzna,06-05-1994,al. Żwirowa 19/23 75-815 Zielona Góra,"['Guru Matematyki', 'Innowacyjny Programista']"
605,Paweł,Marcińczyk,mężczyzna,01-09-1986,ul. Kruczkowskiego 51 84-812 Chojnice,"['Guru Matematyki', 'Technologiczny Wizjoner', 'Wielki Odkrywca']"
606,Igor,Kościelak,mężczyzna,23-07-2000,plac Brzozowa 80/55 80-515 Kędzierzyn-Koźle,"['Wielki Odkrywca', 'Innowacyjny Programista', 'Innowacyjny Programista']"
607,Natan,Hornik,mężczyzna,30-10-1988,pl. Krucza 59 48-244 Sosnowiec,"['Technologiczny Wizjoner', 'Mistrz Kodowania']"
608,Artur,Frukacz,mężczyzna,29-08-2001,pl. Leszczynowa 136 08-081 Opole,"['Ambitny Naukowiec', 'Zaangażowany Twórca']"
609,Anita,Kusek,kobieta,19-01-1993,pl. Wolności 12/27 79-181 Racibórz,['Zaangażowany Twórca']
610,Kornel,Zielke,mężczyzna,08-02-1984,pl. Kasprowicza 55 46-446 Zamość,"['Wielki Odkrywca', 'Technologiczny Wizjoner']"
611,Melania,Sładek,kobieta,16-09-1996,ul. Dolna 036 31-992 Lubartów,"['Zaangażowany Twórca', 'Zaangażowany Twórca', 'Guru Matematyki']"
612,Gabriel,Łudzik,mężczyzna,23-11-1988,plac Lelewela 58/90 12-859 Brodnica,"['Wielki Odkrywca', 'Kreatywny Problem Solver', 'Kreatywny Problem Solver']"
613,Eryk,Cop,mężczyzna,14-10-1991,ulica Topolowa 35/61 26-136 Kłodzko,['Ambitny Naukowiec']
614,Sylwia,Mordal,kobieta,08-10-1993,ul. Jana Pawła II 83/84 04-635 Nowy Targ,['Innowacyjny Programista']
615,Konstanty,Kuban,mężczyzna,07-09-1989,aleja Willowa 09/47 53-439 Ostróda,[]
616,Błażej,Stanisławek,mężczyzna,18-04-1987,ulica Pszenna 32/85 76-532 Ząbki,"['Zaangażowany Twórca', 'Zaangażowany Twórca']"
617,Arkadiusz,Koniecko,mężczyzna,22-10-1984,aleja Radosna 686 36-836 Sochaczew,"['Mistrz Kodowania', 'Innowacyjny Programista', 'Mistrz Kodowania']"
618,Maurycy,Rzońca,mężczyzna,22-01-1983,ulica Piwna 39/64 93-668 Bolesławiec,['Guru Matematyki']
619,Melania,Dybka,kobieta,14-08-1986,aleja Żwirowa 48 52-513 Piastów,"['Guru Matematyki', 'Kreatywny Problem Solver']"
620,Tomasz,Jędraszek,mężczyzna,05-05-1985,pl. Stawowa 61/55 25-531 Ełk,"['Technologiczny Wizjoner', 'Mistrz Kodowania', 'Zaangażowany Twórca']"
621,Julita,Mosiołek,kobieta,27-08-1995,plac Leszczynowa 62/61 55-820 Ostrowiec Świętokrzyski,"['Ambitny Naukowiec', 'Ambitny Naukowiec']"
622,Anita,Drewniok,kobieta,13-08-1985,ul. Mickiewicza 32/94 04-216 Myszków,"['Guru Matematyki', 'Wielki Odkrywca', 'Wielki Odkrywca', 'Kreatywny Problem Solver']"
623,Kamila,Kilar,kobieta,30-08-1989,pl. Partyzantów 32/72 02-564 Puławy,"['Wielki Odkrywca', 'Kreatywny Problem Solver']"
624,Jakub,Bryczek,mężczyzna,07-11-2003,plac Kościuszki 794 61-963 Żagań,"['Innowacyjny Programista', 'Ambitny Naukowiec', 'Mistrz Kodowania']"
625,Justyna,Haponiuk,kobieta,23-09-1992,pl. Wąska 447 03-281 Zgorzelec,['Zaangażowany Twórca']
626,Sylwia,Gemza,kobieta,10-11-1991,al. Kolonia 24 65-356 Żyrardów,"['Zaangażowany Twórca', 'Innowacyjny Programista', 'Doskonały Komunikator']"
627,Maks,Latacz,mężczyzna,06-10-2002,ulica Poprzeczna 39/02 79-673 Wołomin,[]
628,Norbert,Fojt,mężczyzna,16-02-2003,ulica Tuwima 38/94 15-185 Starachowice,['Ambitny Naukowiec']
629,Adrian,Wowra,mężczyzna,12-04-1995,aleja Hutnicza 78 07-772 Chełm,['Technologiczny Wizjoner']
630,Eliza,Rejmak,kobieta,06-08-1992,pl. Klasztorna 91/69 11-286 Nowa Ruda,[]
631,Michał,Cieciora,mężczyzna,06-08-1986,pl. Kolorowa 85 50-932 Ełk,"['Ambitny Naukowiec', 'Doskonały Komunikator', 'Guru Matematyki']"
632,Marcelina,Galuba,kobieta,29-06-1996,plac Bema 88 28-254 Chrzanów,['Zaangażowany Twórca']
633,Blanka,Owsianka,kobieta,29-04-1999,aleja Wodna 33 52-086 Puławy,"['Zaangażowany Twórca', 'Ekspercki Analizator Danych']"
634,Marcel,Grochowina,mężczyzna,25-01-2002,ul. Malczewskiego 74 88-288 Częstochowa,['Kreatywny Problem Solver']
635,Aniela,Perlik,kobieta,06-03-1987,plac Myśliwska 658 89-371 Sandomierz,"['Ekspercki Analizator Danych', 'Guru Matematyki', 'Doskonały Komunikator', 'Guru Matematyki']"
636,Borys,Stwora,mężczyzna,15-07-1994,plac Partyzantów 86/46 64-782 Łowicz,"['Mistrz Kodowania', 'Wielki Odkrywca', 'Zaangażowany Twórca', 'Ambitny Naukowiec']"
637,Monika,Antoszczyk,kobieta,02-12-2002,al. Poziomkowa 057 94-653 Turek,"['Wielki Odkrywca', 'Technologiczny Wizjoner', 'Wielki Odkrywca', 'Ambitny Naukowiec']"
638,Arkadiusz,Juśkiewicz,mężczyzna,12-03-1985,al. Wieniawskiego 75/34 70-745 Mława,['Technologiczny Wizjoner']
639,Kajetan,Radko,mężczyzna,11-09-1984,al. Diamentowa 001 51-489 Żywiec,['Ekspercki Analizator Danych']
640,Julianna,Pikula,kobieta,18-03-1988,aleja Miodowa 81 62-434 Zambrów,"['Ambitny Naukowiec', 'Ekspercki Analizator Danych', 'Ambitny Naukowiec', 'Ambitny Naukowiec']"
641,Andrzej,Podkowa,mężczyzna,07-09-2003,plac Morelowa 43 95-481 Żary,[]
642,Ksawery,Rzeszutko,mężczyzna,12-08-1993,pl. Kościuszki 73/96 71-133 Reda,"['Mistrz Kodowania', 'Innowacyjny Programista']"
643,Aurelia,Pych,kobieta,25-04-2001,pl. Krucza 61 36-774 Wrocław,"['Mistrz Kodowania', 'Ekspercki Analizator Danych', 'Doskonały Komunikator']"
644,Aniela,Dietrich,kobieta,17-01-1992,pl. Jagiellońska 074 26-131 Olsztyn,[]
645,Patryk,Zarzeczna,mężczyzna,28-06-1998,ulica Gołębia 06/45 03-321 Świętochłowice,"['Wielki Odkrywca', 'Zaangażowany Twórca']"
646,Jakub,Mejer,mężczyzna,16-08-2000,aleja Dworska 67 81-225 Zawiercie,"['Ekspercki Analizator Danych', 'Guru Matematyki', 'Guru Matematyki']"
647,Julianna,Waloszczyk,kobieta,17-06-1986,al. Gołębia 62 83-394 Gorzów Wielkopolski,"['Doskonały Komunikator', 'Mistrz Kodowania', 'Ambitny Naukowiec']"
648,Damian,Wójs,mężczyzna,01-12-1995,ulica Dworska 029 97-812 Oświęcim,"['Innowacyjny Programista', 'Ambitny Naukowiec', 'Guru Matematyki', 'Innowacyjny Programista']"
649,Dagmara,Rej,kobieta,25-11-1994,ul. Wiślana 64 58-355 Częstochowa,"['Technologiczny Wizjoner', 'Ekspercki Analizator Danych', 'Technologiczny Wizjoner']"
650,Leonard,Broncel,mężczyzna,20-06-2004,ulica Dworcowa 61 48-429 Gliwice,"['Kreatywny Problem Solver', 'Technologiczny Wizjoner']"
651,Tymon,Komsta,mężczyzna,19-12-1986,ulica Partyzantów 99 57-692 Wągrowiec,[]
652,Oliwier,Trybuś,mężczyzna,16-12-1997,al. Jagodowa 095 57-285 Koło,[]
653,Kamila,Grymuza,kobieta,01-10-1987,ulica Stawowa 880 71-247 Skierniewice,"['Wielki Odkrywca', 'Mistrz Kodowania']"
654,Róża,Bogusiewicz,kobieta,15-10-1984,aleja Składowa 35/39 77-604 Nowy Dwór Mazowiecki,"['Ambitny Naukowiec', 'Ambitny Naukowiec', 'Innowacyjny Programista', 'Kreatywny Problem Solver']"
655,Bruno,Fidler,mężczyzna,18-03-2002,ul. Zakole 690 18-131 Czerwionka-Leszczyny,['Mistrz Kodowania']
656,Apolonia,Stanaszek,kobieta,18-10-1996,pl. Browarna 05 48-842 Rumia,['Ekspercki Analizator Danych']
657,Ernest,Front,mężczyzna,26-08-1991,pl. Kusocińskiego 405 28-968 Ostrów Mazowiecka,"['Zaangażowany Twórca', 'Kreatywny Problem Solver', 'Zaangażowany Twórca']"
658,Konrad,Pacura,mężczyzna,16-02-1997,ulica Lipowa 189 04-388 Dębica,['Guru Matematyki']
659,Nikodem,Teper,mężczyzna,18-05-1992,pl. Łabędzia 80/37 91-840 Jasło,"['Kreatywny Problem Solver', 'Mistrz Kodowania', 'Zaangażowany Twórca', 'Mistrz Kodowania']"
660,Krzysztof,Rozmiarek,mężczyzna,03-03-1985,ulica Grabowa 06 56-979 Chrzanów,"['Guru Matematyki', 'Doskonały Komunikator']"
661,Adam,Żugaj,mężczyzna,03-07-1986,al. Morcinka 55/87 43-240 Mikołów,"['Mistrz Kodowania', 'Guru Matematyki', 'Innowacyjny Programista']"
662,Nela,Kudłacik,kobieta,25-03-1993,aleja Radosna 319 66-856 Rzeszów,[]
663,Kamila,Sławik,kobieta,12-11-1984,ul. Odrzańska 78 12-197 Tarnowskie Góry,['Wielki Odkrywca']
664,Tymon,Ścibisz,mężczyzna,02-01-1986,al. Turystyczna 93 48-716 Olsztyn,['Innowacyjny Programista']
665,Wojciech,Cyrulik,mężczyzna,01-05-1985,plac Kolejowa 53/91 61-597 Sochaczew,['Guru Matematyki']
666,Jeremi,Zacharczuk,mężczyzna,15-03-2002,plac Wiklinowa 80/69 63-435 Szczecin,"['Zaangażowany Twórca', 'Mistrz Kodowania', 'Kreatywny Problem Solver']"
667,Monika,Wawak,kobieta,08-11-1984,aleja Broniewskiego 41/53 96-005 Ostrołęka,[]
668,Sebastian,Milczarczyk,mężczyzna,13-11-1991,pl. Porzeczkowa 12/09 43-442 Chrzanów,"['Kreatywny Problem Solver', 'Guru Matematyki', 'Technologiczny Wizjoner', 'Ekspercki Analizator Danych']"
669,Kaja,Trzepizur,kobieta,25-01-1991,al. Jaskółcza 48/42 89-008 Płońsk,['Ekspercki Analizator Danych']
670,Bianka,Hornik,kobieta,25-05-1993,plac Strumykowa 43/29 78-037 Zgierz,[]
671,Stanisław,Szyjka,mężczyzna,24-10-1992,ulica Torowa 99 76-082 Lubartów,"['Technologiczny Wizjoner', 'Zaangażowany Twórca']"
672,Gaja,Manista,kobieta,15-01-1989,pl. Konwaliowa 43 60-739 Nowy Dwór Mazowiecki,"['Innowacyjny Programista', 'Guru Matematyki', 'Wielki Odkrywca']"
673,Kaja,Zbrożek,kobieta,07-01-1986,plac Piaskowa 936 73-533 Knurów,"['Guru Matematyki', 'Technologiczny Wizjoner', 'Technologiczny Wizjoner', 'Technologiczny Wizjoner']"
674,Gaja,Czesak,kobieta,26-03-2002,pl. Krzywa 200 22-026 Bytom,"['Guru Matematyki', 'Wielki Odkrywca', 'Kreatywny Problem Solver', 'Guru Matematyki']"
675,Olgierd,Młynarz,mężczyzna,14-11-1995,pl. Armii Krajowej 478 42-204 Świętochłowice,"['Guru Matematyki', 'Kreatywny Problem Solver', 'Kreatywny Problem Solver', 'Innowacyjny Programista']"
676,Jacek,Jasnoch,mężczyzna,28-11-2004,al. Wiślana 62/16 15-191 Wołomin,['Ambitny Naukowiec']
677,Miłosz,Fidura,mężczyzna,27-09-1991,ulica Warszawska 015 50-147 Biłgoraj,"['Kreatywny Problem Solver', 'Guru Matematyki', 'Ekspercki Analizator Danych']"
678,Oskar,Młyńczak,mężczyzna,30-03-2001,aleja Wolności 42 60-135 Knurów,"['Innowacyjny Programista', 'Guru Matematyki', 'Innowacyjny Programista', 'Ambitny Naukowiec']"
679,Adam,Saczuk,mężczyzna,22-05-1988,ul. Chełmońskiego 607 59-197 Płock,"['Wielki Odkrywca', 'Innowacyjny Programista', 'Doskonały Komunikator']"
680,Agnieszka,Korkosz,kobieta,23-08-1992,ul. Nałkowskiej 36/45 43-933 Pruszków,"['Technologiczny Wizjoner', 'Kreatywny Problem Solver', 'Ambitny Naukowiec', 'Innowacyjny Programista']"
681,Jakub,Andrukiewicz,mężczyzna,10-08-1991,pl. Cyprysowa 51/27 94-006 Łuków,['Technologiczny Wizjoner']
682,Sandra,Orpel,kobieta,04-09-1995,ulica Żeglarska 431 23-733 Jarocin,"['Doskonały Komunikator', 'Zaangażowany Twórca', 'Kreatywny Problem Solver', 'Kreatywny Problem Solver']"
683,Maksymilian,Janka,mężczyzna,17-02-1997,aleja Sarnia 769 62-268 Leszno,"['Guru Matematyki', 'Mistrz Kodowania', 'Doskonały Komunikator']"
684,Bruno,Koźlak,mężczyzna,03-11-1994,ul. Kielecka 32/04 71-758 Kłodzko,['Doskonały Komunikator']
685,Inga,Strzała,kobieta,30-11-1997,aleja Korfantego 80 40-786 Kościan,['Guru Matematyki']
686,Krystian,Luberda,mężczyzna,16-09-1991,aleja Jadwigi 71/53 29-060 Świętochłowice,"['Innowacyjny Programista', 'Zaangażowany Twórca', 'Technologiczny Wizjoner']"
687,Damian,Getka,mężczyzna,13-01-2001,ulica Modrzewiowa 66/53 32-014 Zduńska Wola,"['Innowacyjny Programista', 'Ekspercki Analizator Danych']"
688,Julianna,Orwat,kobieta,25-04-1998,ulica Browarna 595 95-341 Lubartów,"['Kreatywny Problem Solver', 'Innowacyjny Programista']"
689,Ewelina,Rajtar,kobieta,10-12-2000,pl. Zielna 340 08-644 Starachowice,"['Innowacyjny Programista', 'Ekspercki Analizator Danych', 'Guru Matematyki', 'Mistrz Kodowania']"
690,Artur,Przekwas,mężczyzna,28-12-1988,ul. Rataja 45/10 44-306 Cieszyn,"['Kreatywny Problem Solver', 'Ekspercki Analizator Danych']"
691,Leon,Wasilewicz,mężczyzna,03-11-1994,aleja Wilcza 18 77-963 Wodzisław Śląski,"['Guru Matematyki', 'Mistrz Kodowania']"
692,Dawid,Plona,mężczyzna,03-04-1999,ul. Strażacka 40 72-916 Siemianowice Śląskie,"['Doskonały Komunikator', 'Ambitny Naukowiec']"
693,Maksymilian,Martyka,mężczyzna,28-02-1985,ul. Słoneczna 051 52-124 Piastów,"['Mistrz Kodowania', 'Technologiczny Wizjoner', 'Mistrz Kodowania', 'Kreatywny Problem Solver']"
694,Szymon,Burczak,mężczyzna,24-11-1989,aleja Andersa 974 42-547 Gniezno,"['Ambitny Naukowiec', 'Kreatywny Problem Solver']"
695,Łukasz,Styn,mężczyzna,13-06-2002,aleja Bydgoska 136 48-116 Przemyśl,"['Ekspercki Analizator Danych', 'Mistrz Kodowania', 'Ambitny Naukowiec', 'Innowacyjny Programista']"
696,Lidia,Rajda,kobieta,19-11-1988,plac Podleśna 077 22-446 Bielsko-Biała,"['Mistrz Kodowania', 'Mistrz Kodowania']"
697,Leonard,Kalisiak,mężczyzna,10-07-2002,al. Tęczowa 23 94-461 Sochaczew,"['Mistrz Kodowania', 'Mistrz Kodowania']"
698,Bartek,Chatys,mężczyzna,15-01-2001,plac Targowa 55/58 15-413 Ostrołęka,"['Doskonały Komunikator', 'Zaangażowany Twórca', 'Mistrz Kodowania', 'Doskonały Komunikator']"
699,Filip,Kultys,mężczyzna,08-02-1991,pl. Piwna 32/22 61-835 Toruń,[]
700,Róża,Leżoń,kobieta,13-02-2002,plac Jałowcowa 07 88-248 Nowy Targ,"['Technologiczny Wizjoner', 'Mistrz Kodowania', 'Kreatywny Problem Solver', 'Zaangażowany Twórca']"
701,Fabian,Wilma,mężczyzna,01-08-2005,pl. Wybickiego 827 87-178 Gdańsk,"['Zaangażowany Twórca', 'Mistrz Kodowania', 'Kreatywny Problem Solver']"
702,Kalina,Bzymek,kobieta,02-08-2004,aleja Gołębia 79 18-860 Gdańsk,['Zaangażowany Twórca']
703,Dagmara,Korbel,kobieta,06-02-1991,al. Dąbrowskiego 349 54-763 Będzin,[]
704,Gustaw,Paździora,mężczyzna,21-12-1986,ul. Słowianska 182 27-293 Żyrardów,['Ambitny Naukowiec']
705,Jan,Wiciak,mężczyzna,17-11-1987,pl. Sybiraków 17 78-900 Wągrowiec,['Ambitny Naukowiec']
706,Fryderyk,Paszkowiak,mężczyzna,09-09-1990,aleja Łączna 26 07-873 Krosno,"['Wielki Odkrywca', 'Kreatywny Problem Solver']"
707,Karol,Plich,mężczyzna,16-11-1997,ulica Zaułek 489 67-390 Tomaszów Mazowiecki,"['Innowacyjny Programista', 'Ambitny Naukowiec', 'Mistrz Kodowania']"
708,Grzegorz,Macheta,mężczyzna,02-09-1991,al. Wiosenna 43/59 76-522 Żagań,"['Doskonały Komunikator', 'Zaangażowany Twórca']"
709,Kornel,Becker,mężczyzna,08-11-2001,ul. Górnicza 011 36-079 Szczecinek,['Doskonały Komunikator']
710,Alex,Nojman,mężczyzna,28-04-2005,plac Cisowa 571 64-140 Łaziska Górne,"['Wielki Odkrywca', 'Technologiczny Wizjoner']"
711,Aleksander,Wyroślak,mężczyzna,06-04-1999,plac Zachodnia 22 25-186 Czerwionka-Leszczyny,[]
712,Justyna,Stasica,kobieta,09-02-1997,plac Młynarska 55 51-200 Chełm,"['Technologiczny Wizjoner', 'Kreatywny Problem Solver']"
713,Sara,Kosowicz,kobieta,01-10-1985,pl. Czarnieckiego 47/42 66-316 Malbork,"['Zaangażowany Twórca', 'Mistrz Kodowania']"
