ID,Imię,Nazwisko,Płeć,Data urodzenia,Adres,Odznaki
2211,Anna Maria,Mordal,kobieta,16-10-1989,plac Rzemieślnicza 33/19 01-263 Gorlice,[]
2212,Jerzy,Żabka,mężczyzna,31-08-1992,aleja Okrzei 46/29 83-946 Biłgoraj,"['Zaangażowany Twórca', 'Doskonały Komunikator']"
2213,Mikołaj,Sondej,mężczyzna,20-03-2002,pl. Wojska Polskiego 434 32-153 Skierniewice,[]
2214,Dominik,Maślach,mężczyzna,08-02-1996,pl. Agrestowa 73/48 57-912 Płock,"['Doskonały Komunikator', 'Kreatywny Problem Solver', 'Zaangażowany Twórca']"
2215,Maks,Maligłówka,mężczyzna,17-04-1983,ulica Wolności 97/65 58-343 Sochaczew,"['Ekspercki Analizator Danych', 'Doskonały Komunikator', 'Zaangażowany Twórca']"
2216,Ewa,Znojek,kobieta,15-07-1986,ulica Truskawkowa 27 21-393 Piła,"['Wielki Odkrywca', 'Kreatywny Problem Solver', 'Kreatywny Problem Solver', 'Ekspercki Analizator Danych']"
2217,Adrian,Bzymek,mężczyzna,10-06-1993,ulica Krokusowa 40/70 43-708 Biłgoraj,[]
2218,Jerzy,Subocz,mężczyzna,19-11-1982,aleja Kasprowicza 182 74-110 Ostróda,['Doskonały Komunikator']
2219,Nikodem,Pancerz,mężczyzna,15-05-2005,al. Wczasowa 41 37-515 Mińsk Mazowiecki,[]
2220,Piotr,Gwardiak,mężczyzna,28-08-1984,plac Skłodowskiej-Curie 239 91-173 Zgierz,"['Zaangażowany Twórca', 'Technologiczny Wizjoner', 'Guru Matematyki', 'Guru Matematyki']"
2221,Urszula,Barteczko,kobieta,06-11-1989,plac Opolska 46 10-774 Pszczyna,[]
2222,Juliusz,Krzyżostaniak,mężczyzna,08-01-1997,pl. Okrężna 84/51 01-894 Gdynia,['Wielki Odkrywca']
2223,Bruno,Byzdra,mężczyzna,23-09-1994,ul. Browarna 058 70-313 Kościerzyna,[]
2224,Leonard,Migała,mężczyzna,24-10-1990,al. Gdańska 599 82-440 Katowice,"['Zaangażowany Twórca', 'Mistrz Kodowania']"
2225,Fabian,Szłapa,mężczyzna,26-01-1983,al. Pocztowa 08 42-863 Grudziądz,"['Kreatywny Problem Solver', 'Ekspercki Analizator Danych', 'Mistrz Kodowania']"
2226,Radosław,Swacha,mężczyzna,27-11-1990,plac Wesoła 11 64-216 Nowy Dwór Mazowiecki,['Mistrz Kodowania']
2227,Gaja,Cal,kobieta,23-04-1994,al. Piękna 799 67-760 Tychy,"['Innowacyjny Programista', 'Guru Matematyki']"
2228,Karina,Wenzel,kobieta,07-08-1997,plac Wąska 48/79 62-126 Żyrardów,"['Guru Matematyki', 'Doskonały Komunikator']"
2229,Dariusz,Wawrzonek,mężczyzna,18-10-2001,ul. Grunwaldzka 93/66 24-347 Rybnik,"['Doskonały Komunikator', 'Wielki Odkrywca', 'Doskonały Komunikator', 'Mistrz Kodowania']"
2230,Tymoteusz,Sus,mężczyzna,10-11-1993,aleja Jesionowa 62/66 51-481 Bytom,[]
2231,Mieszko,Cherek,mężczyzna,29-11-2003,plac Zakole 74 34-143 Bielsko-Biała,"['Wielki Odkrywca', 'Wielki Odkrywca', 'Kreatywny Problem Solver']"
2232,Dorota,Niewola,kobieta,02-09-1988,plac Powstańców 03/17 58-243 Szczecinek,['Zaangażowany Twórca']
2233,Natasza,Trojanek,kobieta,24-11-1989,plac Korfantego 73 47-966 Siemianowice Śląskie,"['Kreatywny Problem Solver', 'Technologiczny Wizjoner', 'Technologiczny Wizjoner', 'Mistrz Kodowania']"
2234,Julian,Pastuszek,mężczyzna,27-02-1987,ulica Daszyńskiego 09 82-897 Kluczbork,"['Guru Matematyki', 'Guru Matematyki']"
2235,Jacek,Żywica,mężczyzna,20-02-1991,al. Narcyzowa 123 29-113 Świnoujście,"['Ekspercki Analizator Danych', 'Mistrz Kodowania', 'Zaangażowany Twórca']"
2236,Franciszek,Superson,mężczyzna,01-03-2000,aleja Górna 45/68 61-510 Kościan,"['Ekspercki Analizator Danych', 'Kreatywny Problem Solver']"
2237,Adam,Maciejuk,mężczyzna,04-03-2005,plac Podmiejska 52 45-563 Świdnica,"['Ekspercki Analizator Danych', 'Ekspercki Analizator Danych', 'Innowacyjny Programista', 'Wielki Odkrywca']"
2238,Kajetan,Chatys,mężczyzna,09-10-2003,plac Niecała 310 95-898 Piła,"['Innowacyjny Programista', 'Ambitny Naukowiec']"
2239,Malwina,Maszkiewicz,kobieta,27-03-1986,ul. Wierzbowa 05 04-604 Nysa,"['Innowacyjny Programista', 'Innowacyjny Programista', 'Wielki Odkrywca', 'Technologiczny Wizjoner']"
2240,Natan,Rozumek,mężczyzna,10-12-1984,aleja Miodowa 55 67-317 Otwock,[]
2241,Kajetan,Pietrus,mężczyzna,27-09-2005,ulica Mickiewicza 062 30-375 Cieszyn,"['Zaangażowany Twórca', 'Ambitny Naukowiec', 'Kreatywny Problem Solver', 'Guru Matematyki']"
2242,Malwina,Krzysztofek,kobieta,04-04-2003,ulica Widok 321 52-662 Białogard,"['Kreatywny Problem Solver', 'Innowacyjny Programista']"
2243,Filip,Hennig,mężczyzna,07-08-1992,aleja Kaliska 96 16-166 Piekary Śląskie,"['Ambitny Naukowiec', 'Kreatywny Problem Solver', 'Zaangażowany Twórca', 'Ekspercki Analizator Danych']"
2244,Olga,Niewola,kobieta,23-12-1986,plac Skośna 82/62 33-104 Legnica,"['Zaangażowany Twórca', 'Wielki Odkrywca', 'Doskonały Komunikator', 'Mistrz Kodowania']"
2245,Ksawery,Faryna,mężczyzna,13-07-1983,ul. Wiśniowa 85/47 05-636 Piaseczno,"['Kreatywny Problem Solver', 'Innowacyjny Programista', 'Ekspercki Analizator Danych']"
2246,Marcin,Rode,mężczyzna,15-01-1999,ul. Okrzei 59 99-243 Żywiec,[]
2247,Alan,Maruszczak,mężczyzna,21-10-1996,plac Orkana 06 15-612 Kołobrzeg,['Kreatywny Problem Solver']
2248,Maciej,Augustynek,mężczyzna,07-03-1991,plac Jesionowa 87 73-402 Siedlce,[]
2249,Rafał,Hanas,mężczyzna,21-04-1996,ul. Kopernika 77/87 71-930 Tomaszów Mazowiecki,"['Technologiczny Wizjoner', 'Kreatywny Problem Solver']"
2250,Leonard,Drobnik,mężczyzna,26-12-1990,ulica Koralowa 782 17-285 Płock,['Zaangażowany Twórca']
2251,Franciszek,Gorgol,mężczyzna,05-02-1996,ulica Konarskiego 27 28-597 Gdańsk,"['Technologiczny Wizjoner', 'Doskonały Komunikator']"
2252,Marianna,Wojtyś,kobieta,20-11-1992,ulica Żurawia 70/54 94-707 Luboń,"['Doskonały Komunikator', 'Innowacyjny Programista']"
2253,Konrad,Druszcz,mężczyzna,16-06-1992,ul. Południowa 221 16-626 Nowy Dwór Mazowiecki,"['Ambitny Naukowiec', 'Wielki Odkrywca', 'Ambitny Naukowiec']"
2254,Róża,Romaniak,kobieta,29-05-1998,al. Południowa 78/10 64-541 Opole,"['Mistrz Kodowania', 'Zaangażowany Twórca', 'Technologiczny Wizjoner', 'Guru Matematyki']"
2255,Borys,Kukier,mężczyzna,03-07-2003,pl. Żeromskiego 39/58 73-726 Jaworzno,['Kreatywny Problem Solver']
2256,Adrianna,Graś,kobieta,16-08-2001,al. Stefana Batorego 710 95-700 Reda,"['Zaangażowany Twórca', 'Ambitny Naukowiec', 'Wielki Odkrywca']"
2257,Radosław,Ragan,mężczyzna,05-10-1993,ulica Konwaliowa 344 01-039 Sieradz,"['Innowacyjny Programista', 'Technologiczny Wizjoner']"
2258,Sandra,Walasik,kobieta,08-06-1999,aleja Daleka 01/94 23-385 Knurów,[]
2259,Leonard,Dumin,mężczyzna,11-05-1984,aleja Rynek 809 44-490 Białogard,"['Guru Matematyki', 'Zaangażowany Twórca', 'Kreatywny Problem Solver']"
2260,Urszula,Szynkiewicz,kobieta,03-03-2005,ulica Rubinowa 437 44-577 Lubartów,['Ambitny Naukowiec']
2261,Witold,Procek,mężczyzna,17-09-1987,pl. Gałczynskiego 721 56-450 Poznań,[]
2262,Maurycy,Lemanowicz,mężczyzna,22-08-2004,al. Pałacowa 68/18 66-363 Jelenia Góra,['Technologiczny Wizjoner']
2263,Kornelia,Mizak,kobieta,11-04-1999,plac Strzelecka 82 32-663 Wyszków,['Doskonały Komunikator']
2264,Robert,Łuczkiewicz,mężczyzna,07-09-1986,ul. Paderewskiego 22 82-627 Koszalin,"['Guru Matematyki', 'Kreatywny Problem Solver']"
2265,Gaja,Anders,kobieta,02-02-2001,ulica Słonecznikowa 63/32 48-557 Żagań,"['Wielki Odkrywca', 'Guru Matematyki', 'Technologiczny Wizjoner', 'Innowacyjny Programista']"
2266,Kornel,Fugiel,mężczyzna,25-05-1990,al. Wróblewskiego 30 02-173 Polkowice,"['Zaangażowany Twórca', 'Technologiczny Wizjoner', 'Innowacyjny Programista', 'Doskonały Komunikator']"
2267,Karina,Godzisz,kobieta,08-04-1992,al. Wspólna 78 94-039 Nowa Sól,"['Doskonały Komunikator', 'Mistrz Kodowania', 'Technologiczny Wizjoner', 'Innowacyjny Programista']"
2268,Tobiasz,Kuciel,mężczyzna,23-05-1984,plac Plażowa 97 99-119 Radomsko,"['Ekspercki Analizator Danych', 'Wielki Odkrywca', 'Kreatywny Problem Solver']"
2269,Fryderyk,Kościuszko,mężczyzna,25-07-1994,ul. Jaśminowa 38/27 65-203 Rumia,[]
2270,Marcelina,Kwapień,kobieta,08-03-2004,ul. Spacerowa 06 51-434 Łaziska Górne,"['Zaangażowany Twórca', 'Ekspercki Analizator Danych']"
2271,Robert,Czerepak,mężczyzna,27-12-1992,pl. Świerczewskiego 60 63-399 Koszalin,['Kreatywny Problem Solver']
2272,Tymoteusz,Kośka,mężczyzna,09-01-1988,pl. Pszenna 89/67 95-044 Zduńska Wola,[]
2273,Sonia,Dudczak,kobieta,01-10-1995,ulica Środkowa 500 27-270 Bytom,['Technologiczny Wizjoner']
2274,Patryk,Marcińczyk,mężczyzna,30-09-1985,aleja Chabrowa 38/65 29-151 Legnica,['Wielki Odkrywca']
2275,Jerzy,Grupa,mężczyzna,21-07-1984,pl. Lawendowa 06 55-104 Bielawa,[]
2276,Juliusz,Wojtanowicz,mężczyzna,23-10-1987,aleja Majowa 20 46-886 Ząbki,"['Technologiczny Wizjoner', 'Zaangażowany Twórca', 'Innowacyjny Programista', 'Wielki Odkrywca']"
2277,Stefan,Tatarek,mężczyzna,23-08-1987,al. Jaśminowa 79 58-995 Tarnów,"['Technologiczny Wizjoner', 'Kreatywny Problem Solver']"
2278,Julita,Majorek,kobieta,07-11-1989,al. Torowa 873 86-442 Jarocin,"['Ambitny Naukowiec', 'Wielki Odkrywca', 'Doskonały Komunikator', 'Kreatywny Problem Solver']"
2279,Marcelina,Drewa,kobieta,10-05-1993,ul. Hallera 018 27-627 Sochaczew,"['Technologiczny Wizjoner', 'Wielki Odkrywca', 'Ekspercki Analizator Danych']"
2280,Tymoteusz,Ciećko,mężczyzna,17-05-1985,plac Podmiejska 55 87-415 Będzin,"['Kreatywny Problem Solver', 'Ambitny Naukowiec', 'Innowacyjny Programista']"
2281,Aurelia,Wiatrak,kobieta,11-04-1987,plac Bolesława Chrobrego 475 87-284 Mysłowice,['Ambitny Naukowiec']
2282,Mateusz,Wita,mężczyzna,01-04-1986,ul. Nowa 71 06-773 Stalowa Wola,['Ambitny Naukowiec']
2283,Kornel,Szulim,mężczyzna,27-01-2003,pl. Podwale 90 26-353 Kalisz,['Ekspercki Analizator Danych']
2284,Gaja,Władyka,kobieta,14-01-2001,aleja Miodowa 66/12 99-475 Lubartów,"['Innowacyjny Programista', 'Wielki Odkrywca', 'Wielki Odkrywca', 'Ekspercki Analizator Danych']"
2285,Natasza,Nieborak,kobieta,17-05-1988,al. Rubinowa 506 16-811 Ostrowiec Świętokrzyski,['Doskonały Komunikator']
2286,Dariusz,Prażmo,mężczyzna,05-05-2002,pl. Szarych Szeregów 62 83-344 Sochaczew,['Technologiczny Wizjoner']
2287,Józef,Dmoch,mężczyzna,12-11-2004,ulica Borówkowa 35/93 95-466 Zawiercie,"['Zaangażowany Twórca', 'Ambitny Naukowiec', 'Zaangażowany Twórca']"
2288,Alex,Basa,mężczyzna,04-01-2004,al. Wczasowa 26/10 92-938 Kętrzyn,[]
2289,Marek,Jędraszczyk,mężczyzna,24-03-1999,aleja Słonecznikowa 070 60-077 Nowy Targ,['Zaangażowany Twórca']
2290,Leon,Nóżka,mężczyzna,30-01-2004,pl. Mostowa 32 90-013 Krotoszyn,[]
2291,Jan,Deszcz,mężczyzna,19-04-1985,ulica Czarnieckiego 56 89-954 Tczew,"['Zaangażowany Twórca', 'Technologiczny Wizjoner', 'Kreatywny Problem Solver', 'Ambitny Naukowiec']"
2292,Jerzy,Wojtasiewicz,mężczyzna,21-11-2001,aleja Skłodowskiej-Curie 87 31-948 Starachowice,"['Innowacyjny Programista', 'Wielki Odkrywca', 'Ekspercki Analizator Danych', 'Mistrz Kodowania']"
2293,Olaf,Franczuk,mężczyzna,20-08-1994,plac Fredry 57/06 25-449 Nowy Targ,"['Ambitny Naukowiec', 'Innowacyjny Programista', 'Ambitny Naukowiec', 'Innowacyjny Programista']"
2294,Nela,Grotek,kobieta,25-12-2003,aleja Sucharskiego 97/31 45-963 Knurów,['Ekspercki Analizator Danych']
2295,Mariusz,Kopytko,mężczyzna,13-03-1993,aleja Kielecka 087 86-490 Polkowice,"['Kreatywny Problem Solver', 'Ekspercki Analizator Danych']"
2296,Olga,Mikus,kobieta,20-05-2002,ulica Leszczynowa 94/81 34-576 Jarosław,"['Kreatywny Problem Solver', 'Mistrz Kodowania', 'Zaangażowany Twórca']"
2297,Lidia,Cudzich,kobieta,10-05-1991,ul. Kruczkowskiego 23 23-318 Leszno,"['Ekspercki Analizator Danych', 'Doskonały Komunikator', 'Mistrz Kodowania', 'Wielki Odkrywca']"
2298,Maurycy,Dąbkiewicz,mężczyzna,06-10-1987,aleja Sawickiej 51 99-691 Kraśnik,"['Technologiczny Wizjoner', 'Wielki Odkrywca', 'Doskonały Komunikator']"
2299,Olga,Posmyk,kobieta,04-05-1991,ulica Pszenna 92/31 87-105 Dębica,"['Innowacyjny Programista', 'Doskonały Komunikator', 'Wielki Odkrywca']"
2300,Jerzy,Fiedorczuk,mężczyzna,17-11-1991,pl. Kalinowa 74/91 67-582 Łuków,"['Ambitny Naukowiec', 'Technologiczny Wizjoner', 'Mistrz Kodowania', 'Ambitny Naukowiec']"
2301,Konrad,Małas,mężczyzna,14-12-1996,aleja Królewska 526 23-217 Siedlce,"['Mistrz Kodowania', 'Innowacyjny Programista', 'Ekspercki Analizator Danych']"
2302,Oliwier,Ziemak,mężczyzna,15-10-1992,al. Orkana 860 97-107 Starachowice,['Doskonały Komunikator']
2303,Justyna,Gajownik,kobieta,02-06-1985,ulica Cmentarna 01 02-309 Śrem,['Ekspercki Analizator Danych']
2304,Sara,Januchta,kobieta,06-09-1994,al. Morelowa 36 78-269 Kutno,[]
2305,Aleks,Łyczek,mężczyzna,19-07-2003,al. Nowowiejska 45 04-492 Jasło,['Guru Matematyki']
2306,Maks,Ochnik,mężczyzna,08-02-1987,pl. Żytnia 89/15 87-925 Słupsk,"['Doskonały Komunikator', 'Mistrz Kodowania', 'Innowacyjny Programista', 'Ekspercki Analizator Danych']"
2307,Igor,Kapałka,mężczyzna,16-03-2003,aleja Jadwigi 159 72-298 Bydgoszcz,"['Zaangażowany Twórca', 'Technologiczny Wizjoner', 'Ambitny Naukowiec']"
2308,Jerzy,Misiaszek,mężczyzna,01-06-1984,aleja Klasztorna 78/31 70-971 Żary,['Ambitny Naukowiec']
2309,Wiktor,Tutka,mężczyzna,25-11-1986,pl. Krasickiego 271 03-909 Leszno,[]
2310,Anastazja,Żelasko,kobieta,02-03-2000,pl. Wesoła 71/91 25-555 Knurów,"['Zaangażowany Twórca', 'Guru Matematyki', 'Ambitny Naukowiec', 'Doskonały Komunikator']"
2311,Dawid,Fiołka,mężczyzna,13-05-1985,ul. Cyprysowa 44 64-006 Kraków,"['Zaangażowany Twórca', 'Guru Matematyki', 'Zaangażowany Twórca']"
2312,Bartek,Wicha,mężczyzna,25-06-1991,ulica Śląska 31/13 96-048 Turek,['Innowacyjny Programista']
2313,Konstanty,Zaucha,mężczyzna,10-11-1998,aleja Strzelecka 99 62-315 Ciechanów,['Ambitny Naukowiec']
2314,Grzegorz,Członka,mężczyzna,02-09-1983,al. Bukowa 637 50-759 Oława,"['Doskonały Komunikator', 'Kreatywny Problem Solver', 'Mistrz Kodowania', 'Wielki Odkrywca']"
2315,Borys,Kuciel,mężczyzna,10-08-1998,ulica Wspólna 519 96-561 Kościan,"['Ambitny Naukowiec', 'Doskonały Komunikator']"
2316,Damian,Wojsław,mężczyzna,18-08-2004,ul. Jesionowa 58/38 29-830 Sandomierz,['Ambitny Naukowiec']
2317,Kajetan,Działak,mężczyzna,29-10-2004,ul. Wąska 17 98-705 Kalisz,"['Zaangażowany Twórca', 'Wielki Odkrywca', 'Innowacyjny Programista', 'Guru Matematyki']"
2318,Kajetan,Jessa,mężczyzna,02-03-1997,ul. Bałtycka 56/00 49-046 Leszno,"['Doskonały Komunikator', 'Ekspercki Analizator Danych', 'Doskonały Komunikator', 'Ekspercki Analizator Danych']"
2319,Olaf,Putek,mężczyzna,23-03-2002,ulica Daszyńskiego 59/83 05-290 Wodzisław Śląski,"['Innowacyjny Programista', 'Doskonały Komunikator']"
2320,Bianka,Niedojadło,kobieta,26-06-2001,aleja Targowa 79 15-571 Świdnica,"['Innowacyjny Programista', 'Doskonały Komunikator', 'Ekspercki Analizator Danych']"
2321,Aurelia,Kurczak,kobieta,25-12-1987,aleja Księżycowa 33 88-218 Sochaczew,"['Technologiczny Wizjoner', 'Zaangażowany Twórca', 'Ekspercki Analizator Danych']"
2322,Wiktor,Dyjas,mężczyzna,05-08-1998,plac Andersa 078 32-223 Czerwionka-Leszczyny,"['Innowacyjny Programista', 'Kreatywny Problem Solver', 'Mistrz Kodowania']"
2323,Klara,Ułanowicz,kobieta,16-01-1983,ulica Jabłoniowa 723 12-194 Bielsko-Biała,['Doskonały Komunikator']
2324,Jacek,Rochowiak,mężczyzna,22-03-1985,ulica Sosnowa 095 36-949 Skawina,"['Mistrz Kodowania', 'Zaangażowany Twórca', 'Zaangażowany Twórca', 'Ambitny Naukowiec']"
2325,Ryszard,Kucewicz,mężczyzna,06-09-1993,al. Dworska 045 95-285 Ostrów Wielkopolski,"['Ekspercki Analizator Danych', 'Ekspercki Analizator Danych', 'Innowacyjny Programista', 'Technologiczny Wizjoner']"
2326,Antoni,Wejman,mężczyzna,02-12-1985,pl. Klonowa 26 42-224 Police,"['Technologiczny Wizjoner', 'Guru Matematyki']"
2327,Ada,Łaszczyk,kobieta,11-05-2003,ulica Niecała 83 72-636 Luboń,[]
2328,Ewelina,Bogaczyk,kobieta,13-08-1987,ulica Jabłoniowa 07/68 49-593 Pabianice,['Mistrz Kodowania']
2329,Antoni,Melka,mężczyzna,27-09-1986,aleja Spokojna 187 07-258 Świdnica,"['Ekspercki Analizator Danych', 'Guru Matematyki', 'Ambitny Naukowiec']"
2330,Nela,Pich,kobieta,04-10-1990,al. Bema 726 60-219 Sochaczew,"['Innowacyjny Programista', 'Zaangażowany Twórca', 'Wielki Odkrywca', 'Guru Matematyki']"
2331,Sara,Piotrak,kobieta,24-04-1997,pl. Perłowa 465 37-169 Piekary Śląskie,"['Ambitny Naukowiec', 'Kreatywny Problem Solver']"
2332,Eryk,Kukuczka,mężczyzna,31-01-1996,ul. Kilińskiego 92 44-951 Zduńska Wola,"['Mistrz Kodowania', 'Kreatywny Problem Solver']"
2333,Szymon,Białka,mężczyzna,31-03-1992,ul. Jodłowa 43/14 26-217 Łuków,['Wielki Odkrywca']
2334,Jan,Barłóg,mężczyzna,06-05-2005,ulica Podleśna 271 46-532 Żory,['Wielki Odkrywca']
2335,Leon,Kostera,mężczyzna,09-12-1997,aleja Okrzei 59/97 77-506 Zambrów,"['Kreatywny Problem Solver', 'Innowacyjny Programista', 'Zaangażowany Twórca']"
2336,Ada,Kiełek,kobieta,01-05-1986,al. Sportowa 69 22-706 Starachowice,"['Ambitny Naukowiec', 'Ambitny Naukowiec', 'Doskonały Komunikator']"
2337,Bianka,Wilusz,kobieta,31-10-1992,pl. Wierzbowa 749 68-030 Wołomin,"['Mistrz Kodowania', 'Wielki Odkrywca', 'Ekspercki Analizator Danych', 'Kreatywny Problem Solver']"
2338,Mikołaj,Miąsik,mężczyzna,07-11-1994,pl. Rataja 676 54-052 Skarżysko-Kamienna,"['Mistrz Kodowania', 'Ekspercki Analizator Danych']"
2339,Łukasz,Jurczuk,mężczyzna,03-07-2004,aleja Cegielniana 46 11-513 Tarnobrzeg,"['Mistrz Kodowania', 'Mistrz Kodowania', 'Ambitny Naukowiec', 'Ambitny Naukowiec']"
2340,Norbert,Ograbek,mężczyzna,06-09-1996,aleja Czarnieckiego 19/93 89-346 Chrzanów,"['Guru Matematyki', 'Zaangażowany Twórca']"
2341,Arkadiusz,Styn,mężczyzna,22-02-2004,ul. Plater 683 54-282 Piotrków Trybunalski,[]
2342,Sandra,Wisła,kobieta,18-08-2000,ul. Dworcowa 911 73-386 Brzeg,"['Kreatywny Problem Solver', 'Innowacyjny Programista', 'Innowacyjny Programista', 'Ambitny Naukowiec']"
2343,Stefan,Ślipek,mężczyzna,26-02-2004,aleja Narcyzowa 724 43-688 Tczew,"['Doskonały Komunikator', 'Ambitny Naukowiec', 'Doskonały Komunikator']"
2344,Grzegorz,Orkisz,mężczyzna,15-11-1987,al. Jaskółcza 422 03-801 Rumia,['Mistrz Kodowania']
2345,Urszula,Płocharczyk,kobieta,09-02-1995,ul. Czereśniowa 28 05-850 Mielec,"['Kreatywny Problem Solver', 'Guru Matematyki', 'Zaangażowany Twórca']"
2346,Eliza,Stoch,kobieta,09-07-2004,pl. Cicha 562 37-351 Elbląg,[]
2347,Olgierd,Fugiel,mężczyzna,17-08-2001,pl. Wrocławska 221 79-217 Toruń,"['Innowacyjny Programista', 'Zaangażowany Twórca']"
2348,Marek,Straszak,mężczyzna,01-10-1990,ul. Olchowa 90 76-839 Zakopane,"['Ekspercki Analizator Danych', 'Zaangażowany Twórca', 'Wielki Odkrywca']"
2349,Ewelina,Mol,kobieta,20-02-1987,plac Tuwima 33/38 40-317 Leszno,"['Kreatywny Problem Solver', 'Ambitny Naukowiec', 'Guru Matematyki']"
2350,Radosław,Wielądek,mężczyzna,05-09-1995,plac Zachodnia 981 07-446 Łódź,"['Kreatywny Problem Solver', 'Doskonały Komunikator', 'Wielki Odkrywca']"
2351,Hubert,Grzesiek,mężczyzna,01-07-1987,al. Wojska Polskiego 460 44-285 Siedlce,"['Wielki Odkrywca', 'Kreatywny Problem Solver', 'Ambitny Naukowiec']"
2352,Grzegorz,Kurach,mężczyzna,08-03-1989,al. Zwycięstwa 07/33 25-087 Turek,"['Doskonały Komunikator', 'Innowacyjny Programista', 'Mistrz Kodowania', 'Mistrz Kodowania']"
2353,Konstanty,Pałęga,mężczyzna,19-10-1988,ulica Nałkowskiej 742 15-870 Gniezno,[]
2354,Nela,Dubel,kobieta,31-12-2001,al. Wyspiańskiego 64/42 13-920 Białystok,"['Ambitny Naukowiec', 'Technologiczny Wizjoner', 'Mistrz Kodowania']"
2355,Ada,Uroda,kobieta,12-11-1998,aleja Rózana 43/40 46-392 Legionowo,"['Technologiczny Wizjoner', 'Ambitny Naukowiec', 'Innowacyjny Programista']"
2356,Nikodem,Bacik,mężczyzna,21-09-1984,aleja Popiełuszki 40/75 65-585 Giżycko,"['Guru Matematyki', 'Ekspercki Analizator Danych']"
2357,Blanka,Jeszke,kobieta,07-12-1994,al. Słowianska 78/17 78-745 Legnica,['Ekspercki Analizator Danych']
2358,Julian,Capiga,mężczyzna,23-10-1998,aleja Andersa 383 18-581 Oświęcim,"['Technologiczny Wizjoner', 'Mistrz Kodowania', 'Ambitny Naukowiec', 'Mistrz Kodowania']"
2359,Anita,Tokaj,kobieta,29-11-1983,pl. Skrajna 583 23-222 Wałbrzych,"['Wielki Odkrywca', 'Mistrz Kodowania']"
2360,Kornel,Putek,mężczyzna,06-11-2003,ulica Szarych Szeregów 590 41-121 Rybnik,"['Kreatywny Problem Solver', 'Wielki Odkrywca', 'Wielki Odkrywca', 'Guru Matematyki']"
2361,Sandra,Kaszkowiak,kobieta,13-09-1997,al. Wróblewskiego 10 85-887 Mielec,"['Zaangażowany Twórca', 'Ambitny Naukowiec', 'Ekspercki Analizator Danych', 'Ambitny Naukowiec']"
2362,Patryk,Kobak,mężczyzna,24-02-2000,aleja Sienkiewicza 473 54-461 Czeladź,"['Guru Matematyki', 'Doskonały Komunikator', 'Guru Matematyki']"
2363,Sandra,Zaraś,kobieta,04-02-1991,plac Jeżynowa 63 55-915 Ełk,['Innowacyjny Programista']
2364,Alex,Sakwa,mężczyzna,18-08-1997,plac Długosza 18 98-394 Rzeszów,"['Zaangażowany Twórca', 'Doskonały Komunikator', 'Wielki Odkrywca', 'Wielki Odkrywca']"
2365,Agnieszka,Mały,kobieta,11-12-1990,plac Wolności 69/98 19-704 Żary,['Doskonały Komunikator']
2366,Leonard,Szemraj,mężczyzna,26-09-2000,ul. Szmaragdowa 36 13-810 Kluczbork,"['Guru Matematyki', 'Technologiczny Wizjoner', 'Guru Matematyki']"
2367,Nataniel,Pupek,mężczyzna,01-07-1988,ulica Podwale 48/35 70-359 Kłodzko,[]
2368,Kacper,Świerkosz,mężczyzna,14-07-2001,plac Władysława Łokietka 81/90 43-515 Siedlce,[]
2369,Marek,Supeł,mężczyzna,21-02-1985,al. Mieszka I 983 35-441 Krotoszyn,"['Mistrz Kodowania', 'Mistrz Kodowania', 'Zaangażowany Twórca', 'Doskonały Komunikator']"
2370,Rozalia,Łuckiewicz,kobieta,30-03-1986,ulica Wspólna 37 89-275 Augustów,['Ekspercki Analizator Danych']
2371,Anastazja,Kukier,kobieta,23-02-1990,ulica Rajska 44/99 83-619 Nowy Dwór Mazowiecki,"['Ambitny Naukowiec', 'Ambitny Naukowiec', 'Wielki Odkrywca', 'Technologiczny Wizjoner']"
2372,Wojciech,Deluga,mężczyzna,08-06-1989,al. Niecała 551 41-556 Rzeszów,['Mistrz Kodowania']
2373,Agnieszka,Niewiara,kobieta,28-08-1991,ul. Wybickiego 48 63-937 Zakopane,"['Ambitny Naukowiec', 'Technologiczny Wizjoner']"
2374,Jakub,Cimoch,mężczyzna,31-01-1990,aleja Chmielna 518 25-951 Wyszków,"['Ambitny Naukowiec', 'Guru Matematyki', 'Ambitny Naukowiec', 'Doskonały Komunikator']"
2375,Gabriel,Otremba,mężczyzna,24-11-2003,al. Wesoła 53 38-085 Lubliniec,[]
2376,Mieszko,Jaśkowiec,mężczyzna,17-10-2001,al. Nałkowskiej 95/33 23-744 Bochnia,"['Innowacyjny Programista', 'Innowacyjny Programista', 'Innowacyjny Programista', 'Kreatywny Problem Solver']"
2377,Robert,Szwałek,mężczyzna,24-08-2000,plac Promienna 24/91 22-518 Zielona Góra,['Ekspercki Analizator Danych']
2378,Igor,Gal,mężczyzna,08-02-1990,ul. Storczykowa 23 70-681 Piaseczno,"['Mistrz Kodowania', 'Ambitny Naukowiec', 'Kreatywny Problem Solver']"
2379,Blanka,Stempel,kobieta,15-02-2004,pl. Jaworowa 899 34-790 Opole,"['Guru Matematyki', 'Ekspercki Analizator Danych']"
2380,Kornelia,Wardziak,kobieta,03-10-1995,ul. Słowackiego 45/07 26-806 Łuków,"['Ambitny Naukowiec', 'Doskonały Komunikator']"
2381,Rozalia,Księżyk,kobieta,14-08-1986,aleja Piastowska 334 84-377 Wałbrzych,[]
